latency_s,history_s,n_seconds,accuracy,kappa,macro_f1,f1_W,f1_N1,f1_N2,f1_N3,f1_REM
64,296,194611,0.7626,0.6838,0.7118,0.9096,0.4412,0.7691,0.6798,0.7593
65,295,194611,0.7635,0.6851,0.7128,0.9100,0.4427,0.7701,0.6807,0.7606
66,294,194611,0.7637,0.6852,0.7129,0.9101,0.4428,0.7705,0.6812,0.7598
67,293,194611,0.7647,0.6866,0.7142,0.9104,0.4460,0.7715,0.6822,0.7608
68,292,194611,0.7649,0.6869,0.7144,0.9104,0.4466,0.7719,0.6818,0.7611
69,291,194611,0.7657,0.6880,0.7153,0.9108,0.4490,0.7728,0.6826,0.7611
70,290,194611,0.7657,0.6880,0.7154,0.9109,0.4489,0.7728,0.6838,0.7607
71,289,194611,0.7663,0.6888,0.7160,0.9109,0.4514,0.7736,0.6835,0.7608
72,288,194611,0.7665,0.6891,0.7164,0.9110,0.4522,0.7737,0.6849,0.7603
73,287,194611,0.7667,0.6893,0.7165,0.9111,0.4522,0.7739,0.6837,0.7614
74,286,194611,0.7670,0.6898,0.7171,0.9109,0.4540,0.7744,0.6851,0.7610
75,285,194611,0.7673,0.6900,0.7172,0.9112,0.4537,0.7743,0.6849,0.7618
76,284,194611,0.7671,0.6898,0.7173,0.9111,0.4542,0.7738,0.6858,0.7613
77,283,194611,0.7671,0.6899,0.7172,0.9108,0.4541,0.7741,0.6848,0.7622
78,282,194611,0.7667,0.6893,0.7168,0.9110,0.4546,0.7733,0.6842,0.7609
79,281,194611,0.7668,0.6894,0.7168,0.9105,0.4549,0.7738,0.6831,0.7616
80,280,194611,0.7665,0.6891,0.7166,0.9107,0.4542,0.7730,0.6835,0.7615
81,279,194611,0.7667,0.6893,0.7169,0.9103,0.4542,0.7735,0.6842,0.7623
82,278,194611,0.7656,0.6879,0.7157,0.9100,0.4525,0.7718,0.6825,0.7618
83,277,194611,0.7657,0.6879,0.7156,0.9101,0.4521,0.7722,0.6822,0.7613
84,276,194611,0.7650,0.6870,0.7149,0.9098,0.4521,0.7709,0.6807,0.7610
85,275,194611,0.7652,0.6874,0.7152,0.9099,0.4535,0.7710,0.6801,0.7613
86,274,194611,0.7651,0.6872,0.7150,0.9097,0.4533,0.7711,0.6798,0.7611
87,273,194611,0.7643,0.6861,0.7140,0.9092,0.4516,0.7702,0.6781,0.7610
88,272,194611,0.7636,0.6853,0.7135,0.9086,0.4520,0.7692,0.6773,0.7605
89,271,194611,0.7636,0.6852,0.7133,0.9090,0.4518,0.7687,0.6761,0.7607
90,270,194611,0.7634,0.6849,0.7127,0.9098,0.4400,0.7690,0.6786,0.7659
91,269,194611,0.7644,0.6862,0.7137,0.9101,0.4424,0.7701,0.6788,0.7671
92,268,194611,0.7645,0.6864,0.7140,0.9103,0.4433,0.7703,0.6794,0.7669
93,267,194611,0.7659,0.6882,0.7156,0.9109,0.4465,0.7717,0.6814,0.7674
94,266,194611,0.7665,0.6890,0.7162,0.9111,0.4480,0.7727,0.6822,0.7670
95,265,194611,0.7670,0.6897,0.7167,0.9114,0.4481,0.7733,0.6835,0.7673
96,264,194611,0.7681,0.6910,0.7179,0.9116,0.4512,0.7745,0.6844,0.7676
97,263,194611,0.7686,0.6917,0.7184,0.9119,0.4530,0.7750,0.6843,0.7680
98,262,194611,0.7691,0.6923,0.7189,0.9121,0.4526,0.7758,0.6861,0.7679
99,261,194611,0.7698,0.6934,0.7199,0.9121,0.4565,0.7768,0.6867,0.7676
100,260,194611,0.7698,0.6934,0.7199,0.9122,0.4568,0.7769,0.6863,0.7674
101,259,194611,0.7701,0.6938,0.7203,0.9123,0.4574,0.7770,0.6869,0.7678
102,258,194611,0.7704,0.6941,0.7207,0.9125,0.4586,0.7770,0.6880,0.7676
103,257,194611,0.7708,0.6946,0.7209,0.9128,0.4589,0.7776,0.6874,0.7679
104,256,194611,0.7711,0.6951,0.7215,0.9126,0.4613,0.7780,0.6882,0.7676
105,255,194611,0.7709,0.6949,0.7213,0.9125,0.4602,0.7777,0.6878,0.7685
106,254,194611,0.7709,0.6949,0.7214,0.9127,0.4610,0.7772,0.6882,0.7682
107,253,194611,0.7711,0.6951,0.7217,0.9125,0.4619,0.7775,0.6880,0.7684
108,252,194611,0.7706,0.6945,0.7212,0.9124,0.4612,0.7768,0.6872,0.7685
109,251,194611,0.7705,0.6944,0.7210,0.9124,0.4616,0.7768,0.6859,0.7682
110,250,194611,0.7706,0.6944,0.7210,0.9124,0.4612,0.7770,0.6860,0.7682
111,249,194611,0.7705,0.6943,0.7212,0.9120,0.4614,0.7765,0.6872,0.7689
112,248,194611,0.7701,0.6938,0.7207,0.9117,0.4602,0.7764,0.6867,0.7685
113,247,194611,0.7703,0.6940,0.7207,0.9119,0.4612,0.7764,0.6857,0.7685
114,246,194611,0.7693,0.6928,0.7198,0.9115,0.4595,0.7751,0.6849,0.7679
115,245,194611,0.7693,0.6927,0.7197,0.9115,0.4600,0.7749,0.6842,0.7678
116,244,194611,0.7689,0.6922,0.7195,0.9109,0.4599,0.7744,0.6841,0.7682
117,243,194611,0.7688,0.6921,0.7191,0.9109,0.4600,0.7746,0.6823,0.7678
118,242,194611,0.7679,0.6909,0.7184,0.9103,0.4601,0.7731,0.6805,0.7679
119,241,194611,0.7682,0.6912,0.7186,0.9106,0.4604,0.7733,0.6806,0.7680
120,240,194611,0.7657,0.6879,0.7155,0.9103,0.4457,0.7708,0.6801,0.7705
121,239,194611,0.7664,0.6889,0.7162,0.9105,0.4475,0.7716,0.6812,0.7702
122,238,194611,0.7673,0.6901,0.7173,0.9113,0.4496,0.7724,0.6823,0.7707
123,237,194611,0.7682,0.6912,0.7181,0.9115,0.4524,0.7737,0.6823,0.7706
124,236,194611,0.7683,0.6914,0.7184,0.9118,0.4523,0.7737,0.6832,0.7709
125,235,194611,0.7698,0.6933,0.7202,0.9122,0.4552,0.7754,0.6863,0.7717
126,234,194611,0.7699,0.6935,0.7202,0.9123,0.4561,0.7756,0.6856,0.7715
127,233,194611,0.7709,0.6948,0.7214,0.9127,0.4584,0.7766,0.6875,0.7718
128,232,194611,0.7711,0.6951,0.7215,0.9129,0.4574,0.7770,0.6878,0.7724
129,231,194611,0.7716,0.6958,0.7223,0.9129,0.4608,0.7777,0.6879,0.7722
130,230,194611,0.7718,0.6960,0.7222,0.9131,0.4611,0.7780,0.6873,0.7715
131,229,194611,0.7725,0.6970,0.7233,0.9135,0.4636,0.7783,0.6887,0.7723
132,228,194611,0.7726,0.6971,0.7231,0.9135,0.4631,0.7788,0.6884,0.7718
133,227,194611,0.7731,0.6977,0.7236,0.9141,0.4646,0.7790,0.6878,0.7726
134,226,194611,0.7727,0.6973,0.7233,0.9135,0.4643,0.7788,0.6880,0.7721
135,225,194611,0.7732,0.6979,0.7240,0.9137,0.4665,0.7790,0.6882,0.7724
136,224,194611,0.7731,0.6977,0.7237,0.9137,0.4649,0.7788,0.6884,0.7729
137,223,194611,0.7735,0.6984,0.7244,0.9137,0.4671,0.7796,0.6896,0.7723
138,222,194611,0.7726,0.6972,0.7234,0.9135,0.4662,0.7783,0.6874,0.7716
139,221,194611,0.7732,0.6979,0.7241,0.9134,0.4666,0.7794,0.6891,0.7718
140,220,194611,0.7730,0.6977,0.7237,0.9131,0.4664,0.7792,0.6878,0.7720
141,219,194611,0.7726,0.6971,0.7234,0.9130,0.4654,0.7785,0.6885,0.7718
142,218,194611,0.7720,0.6963,0.7228,0.9127,0.4651,0.7774,0.6868,0.7718
143,217,194611,0.7724,0.6968,0.7233,0.9126,0.4655,0.7784,0.6884,0.7714
144,216,194611,0.7716,0.6958,0.7224,0.9122,0.4646,0.7772,0.6864,0.7714
145,215,194611,0.7715,0.6956,0.7222,0.9121,0.4659,0.7766,0.6848,0.7715
